sale_id,id,product_id,quantity,unit_price,line_total
1199,3,31,5,213.46,1067.30
1199,4,86,4,756.49,3025.96
1199,5,40,4,806.02,3224.08
1200,1,53,4,757.00,3028.00
1200,2,92,4,25.93,103.72
1201,1,3,4,227.09,908.36
1201,2,70,5,610.93,3054.65
1201,3,98,3,670.63,2011.89
1201,4,35,3,167.59,502.77
1201,5,27,1,856.04,856.04
1201,6,87,4,714.38,2857.52
1201,7,63,5,115.99,579.95
1202,1,27,4,856.04,3424.16
1202,2,48,2,541.28,1082.56
1202,3,19,2,731.08,1462.16
1202,4,91,3,228.57,685.71
1202,5,10,3,422.42,1267.26
1202,6,77,4,243.26,973.04
1202,7,90,3,454.23,1362.69
1202,8,88,2,995.17,1990.34
1202,9,49,3,431.29,1293.87
1202,10,22,2,830.26,1660.52
1203,1,88,5,995.17,4975.85
1204,1,50,5,402.40,2012.00
1205,1,63,4,115.99,463.96
1206,1,56,3,598.43,1795.29
1206,2,33,2,611.09,1222.18
1207,1,21,2,83.41,166.82
1207,2,22,1,830.26,830.26
1207,3,29,4,637.51,2550.04
1207,4,75,3,116.31,348.93
1207,5,83,1,169.30,169.30
1207,6,67,2,510.14,1020.28
1207,7,77,1,243.26,243.26
1207,8,68,2,871.17,1742.34
1208,1,33,1,611.09,611.09
1209,1,38,3,843.64,2530.92
1209,2,19,2,731.08,1462.16
1209,3,56,2,598.43,1196.86
1210,1,9,3,202.84,608.52
1210,2,30,5,166.84,834.20
1210,3,12,4,760.01,3040.04
1210,4,80,4,816.94,3267.76
1210,5,7,2,222.54,445.08
1210,6,74,2,327.54,655.08
1210,7,84,1,873.07,873.07
1210,8,95,2,232.80,465.60
1210,9,23,5,886.02,4430.10
1211,1,35,5,167.59,837.95
1211,2,23,1,886.02,886.02
1212,1,93,1,233.96,233.96
1212,2,23,3,886.02,2658.06
1212,3,20,2,129.20,258.40
1212,4,69,3,842.46,2527.38
1212,5,24,5,579.47,2897.35
1212,6,32,1,703.31,703.31
1213,1,18,5,605.71,3028.55
1213,2,22,3,830.26,2490.78
1213,3,7,5,222.54,1112.70
1213,4,61,3,683.30,2049.90
1213,5,20,4,129.20,516.80
1213,6,17,2,101.23,202.46
1213,7,31,4,213.46,853.84
1214,1,82,1,661.45,661.45
1214,2,78,1,878.62,878.62
1214,3,97,4,516.59,2066.36
1215,1,68,4,871.17,3484.68
1215,2,63,5,115.99,579.95
1215,3,87,4,714.38,2857.52
1215,4,97,5,516.59,2582.95
1215,5,51,3,997.34,2992.02
1215,6,71,5,377.04,1885.20
1215,7,70,5,610.93,3054.65
1215,8,93,4,233.96,935.84
1216,1,22,5,830.26,4151.30
1216,2,65,3,954.05,2862.15
1216,3,64,3,162.37,487.11
1216,4,17,1,101.23,101.23
1216,5,5,5,91.50,457.50
1216,6,27,4,856.04,3424.16
1216,7,10,4,422.42,1689.68
1217,1,41,4,271.40,1085.60
1218,1,100,2,578.33,1156.66
1218,2,82,3,661.45,1984.35
1218,3,97,4,516.59,2066.36
1218,4,19,2,731.08,1462.16
1218,5,58,2,531.47,1062.94
1218,6,76,1,879.33,879.33
1218,7,98,2,670.63,1341.26
1219,1,52,2,511.98,1023.96
1219,2,60,2,681.88,1363.76
1219,3,92,1,25.93,25.93
1219,4,48,3,541.28,1623.84
1219,5,27,3,856.04,2568.12
1219,6,17,1,101.23,101.23
1219,7,54,3,157.08,471.24
1219,8,7,4,222.54,890.16
1220,1,77,3,243.26,729.78
1220,2,38,5,843.64,4218.20
1221,1,9,1,202.84,202.84
1221,2,46,2,147.16,294.32
1221,3,43,5,876.99,4384.95
1221,4,25,3,50.60,151.80
1221,5,40,1,806.02,806.02
1221,6,65,1,954.05,954.05
1221,7,22,5,830.26,4151.30
1221,8,2,2,742.84,1485.68
1222,1,58,4,531.47,2125.88
1223,1,80,5,816.94,4084.70
1223,2,42,1,913.57,913.57
1223,3,37,4,223.52,894.08
1223,4,48,4,541.28,2165.12
1223,5,7,4,222.54,890.16
1223,6,67,5,510.14,2550.70
1224,1,9,3,202.84,608.52
1224,2,20,2,129.20,258.40
1224,3,49,2,431.29,862.58
1224,4,43,2,876.99,1753.98
1224,5,85,1,964.54,964.54
1224,6,92,5,25.93,129.65
1224,7,57,4,384.71,1538.84
1224,8,94,3,12.15,36.45
1224,9,93,4,233.96,935.84
1225,1,2,2,742.84,1485.68
1225,2,18,4,605.71,2422.84
1225,3,25,2,50.60,101.20
1225,4,54,4,157.08,628.32
1225,5,73,5,918.90,4594.50
1226,1,9,2,202.84,405.68
1227,1,9,4,202.84,811.36
1227,2,29,3,637.51,1912.53
1227,3,60,5,681.88,3409.40
1227,4,22,3,830.26,2490.78
1227,5,87,4,714.38,2857.52
1227,6,64,3,162.37,487.11
1227,7,15,5,957.43,4787.15
1227,8,11,5,591.32,2956.60
1228,1,20,2,129.20,258.40
1228,2,86,2,756.49,1512.98
1228,3,88,1,995.17,995.17
1228,4,92,4,25.93,103.72
1228,5,76,4,879.33,3517.32
1228,6,67,3,510.14,1530.42
1228,7,36,3,273.60,820.80
1228,8,77,5,243.26,1216.30
1228,9,100,3,578.33,1734.99
1229,1,39,5,232.90,1164.50
1229,2,33,5,611.09,3055.45
1229,3,14,3,281.48,844.44
1229,4,19,4,731.08,2924.32
1229,5,72,4,541.68,2166.72
1229,6,29,4,637.51,2550.04
1229,7,32,5,703.31,3516.55
1229,8,60,3,681.88,2045.64
1229,9,20,3,129.20,387.60
1229,10,13,1,699.65,699.65
1230,1,85,4,964.54,3858.16
1230,2,9,4,202.84,811.36
1230,3,100,1,578.33,578.33
1230,4,41,3,271.40,814.20
1230,5,8,3,604.01,1812.03
1230,6,56,1,598.43,598.43
1230,7,52,3,511.98,1535.94
1230,8,20,2,129.20,258.40
1231,1,28,5,383.23,1916.15
1231,2,52,3,511.98,1535.94
1231,3,56,5,598.43,2992.15
1231,4,31,4,213.46,853.84
1231,5,37,1,223.52,223.52
1231,6,32,1,703.31,703.31
1231,7,79,1,90.23,90.23
1231,8,22,1,830.26,830.26
1231,9,44,1,216.56,216.56
1231,10,21,2,83.41,166.82
1232,1,90,2,454.23,908.46
1232,2,83,1,169.30,169.30
1233,1,18,3,605.71,1817.13
1234,1,12,1,760.01,760.01
1234,2,6,2,36.62,73.24
1234,3,22,2,830.26,1660.52
1234,4,40,4,806.02,3224.08
1234,5,43,4,876.99,3507.96
1234,6,13,1,699.65,699.65
1234,7,5,3,91.50,274.50
1234,8,75,5,116.31,581.55
1234,9,11,3,591.32,1773.96
1234,10,79,5,90.23,451.15
1235,1,37,5,223.52,1117.60
1235,2,18,1,605.71,605.71
1235,3,9,4,202.84,811.36
1235,4,60,5,681.88,3409.40
1235,5,78,2,878.62,1757.24
1235,6,34,3,536.47,1609.41
1235,7,21,1,83.41,83.41
1235,8,83,4,169.30,677.20
1235,9,100,3,578.33,1734.99
1235,10,90,2,454.23,908.46
1236,1,66,4,972.03,3888.12
1236,2,40,2,806.02,1612.04
1236,3,38,3,843.64,2530.92
1236,4,84,3,873.07,2619.21
1236,5,91,2,228.57,457.14
1236,6,52,2,511.98,1023.96
1237,1,11,1,591.32,591.32
1238,1,58,2,531.47,1062.94
1238,2,17,1,101.23,101.23
1239,1,31,5,213.46,1067.30
1239,2,92,3,25.93,77.79
1239,3,62,2,752.12,1504.24
1239,4,56,4,598.43,2393.72
1239,5,53,1,757.00,757.00
1239,6,16,3,106.70,320.10
1239,7,83,2,169.30,338.60
1239,8,86,4,756.49,3025.96
1239,9,71,2,377.04,754.08
1239,10,94,3,12.15,36.45
1240,1,50,4,402.40,1609.60
1240,2,24,3,579.47,1738.41
1240,3,64,4,162.37,649.48
1240,4,60,2,681.88,1363.76
1240,5,85,3,964.54,2893.62
1241,1,90,1,454.23,454.23
1241,2,24,2,579.47,1158.94
1241,3,1,2,641.23,1282.46
1241,4,22,5,830.26,4151.30
1241,5,33,5,611.09,3055.45
1241,6,54,4,157.08,628.32
1241,7,12,3,760.01,2280.03
1241,8,63,2,115.99,231.98
1241,9,43,2,876.99,1753.98
1241,10,19,4,731.08,2924.32
1242,1,79,5,90.23,451.15
1242,2,48,2,541.28,1082.56
1242,3,44,2,216.56,433.12
1242,4,1,2,641.23,1282.46
1242,5,14,3,281.48,844.44
1242,6,62,5,752.12,3760.60
1243,1,76,5,879.33,4396.65
1243,2,79,5,90.23,451.15
1243,3,26,3,774.20,2322.60
1243,4,56,5,598.43,2992.15
1243,5,99,4,541.54,2166.16
1243,6,94,1,12.15,12.15
1243,7,6,3,36.62,109.86
1243,8,59,3,861.48,2584.44
1243,9,93,1,233.96,233.96
1244,1,54,4,157.08,628.32
1244,2,60,3,681.88,2045.64
1244,3,78,3,878.62,2635.86
1244,4,74,1,327.54,327.54
1244,5,30,2,166.84,333.68
1244,6,41,5,271.40,1357.00
1244,7,76,3,879.33,2637.99
1244,8,29,4,637.51,2550.04
1245,1,6,4,36.62,146.48
1245,2,29,1,637.51,637.51
1245,3,58,4,531.47,2125.88
1245,4,31,1,213.46,213.46
1246,1,54,1,157.08,157.08
1246,2,3,4,227.09,908.36
1246,3,65,5,954.05,4770.25
1246,4,94,2,12.15,24.30
1246,5,99,5,541.54,2707.70
1246,6,82,5,661.45,3307.25
1246,7,40,3,806.02,2418.06
1246,8,77,1,243.26,243.26
1246,9,85,2,964.54,1929.08
1247,1,23,4,886.02,3544.08
1247,2,70,1,610.93,610.93
1247,3,84,3,873.07,2619.21
1247,4,26,2,774.20,1548.40
1247,5,2,4,742.84,2971.36
1247,6,88,1,995.17,995.17
1248,1,85,3,964.54,2893.62
1248,2,38,4,843.64,3374.56
1248,3,86,2,756.49,1512.98
1249,1,47,3,250.39,751.17
1249,2,13,3,699.65,2098.95
1249,3,98,5,670.63,3353.15
1250,1,20,1,129.20,129.20
1250,2,16,2,106.70,213.40
1251,1,98,3,670.63,2011.89
1251,2,58,1,531.47,531.47
1252,1,16,4,106.70,426.80
1252,2,62,2,752.12,1504.24
1252,3,86,5,756.49,3782.45
1252,4,79,3,90.23,270.69
1252,5,36,1,273.60,273.60
1252,6,11,5,591.32,2956.60
1252,7,46,1,147.16,147.16
1252,8,12,1,760.01,760.01
1252,9,23,2,886.02,1772.04
1253,1,89,4,440.91,1763.64
1253,2,69,4,842.46,3369.84
1253,3,25,1,50.60,50.60
1253,4,62,5,752.12,3760.60
1253,5,97,4,516.59,2066.36
1253,6,81,2,767.01,1534.02
1253,7,45,2,398.65,797.30
1253,8,4,2,678.32,1356.64
1253,9,44,5,216.56,1082.80
1254,1,96,4,860.34,3441.36
1254,2,30,5,166.84,834.20
1255,1,83,2,169.30,338.60
1255,2,48,1,541.28,541.28
1255,3,26,5,774.20,3871.00
1255,4,6,3,36.62,109.86
1255,5,5,1,91.50,91.50
1255,6,58,3,531.47,1594.41
1256,1,41,4,271.40,1085.60
1257,1,67,3,510.14,1530.42
1257,2,72,1,541.68,541.68
1257,3,99,5,541.54,2707.70
1257,4,15,1,957.43,957.43
1257,5,76,3,879.33,2637.99
1257,6,18,2,605.71,1211.42
1257,7,61,3,683.30,2049.90
1257,8,64,5,162.37,811.85
1257,9,71,4,377.04,1508.16
1257,10,93,3,233.96,701.88
1258,1,86,2,756.49,1512.98
1258,2,18,3,605.71,1817.13
1258,3,90,3,454.23,1362.69
1258,4,34,4,536.47,2145.88
1258,5,49,1,431.29,431.29
1259,1,40,2,806.02,1612.04
1259,2,95,1,232.80,232.80
1259,3,39,2,232.90,465.80
1259,4,53,5,757.00,3785.00
1259,5,3,5,227.09,1135.45
1259,6,4,5,678.32,3391.60
1259,7,37,1,223.52,223.52
1259,8,42,3,913.57,2740.71
1260,1,41,1,271.40,271.40
1260,2,16,2,106.70,213.40
1260,3,24,1,579.47,579.47
1260,4,74,3,327.54,982.62
1260,5,28,3,383.23,1149.69
1260,6,75,5,116.31,581.55
1261,1,74,1,327.54,327.54
1261,2,89,3,440.91,1322.73
1261,3,70,4,610.93,2443.72
1261,4,39,1,232.90,232.90
1261,5,71,3,377.04,1131.12
1261,6,85,3,964.54,2893.62
1261,7,13,1,699.65,699.65
1261,8,52,2,511.98,1023.96
1261,9,97,1,516.59,516.59
1262,1,62,4,752.12,3008.48
1262,2,6,3,36.62,109.86
1263,1,21,3,83.41,250.23
1263,2,76,2,879.33,1758.66
1263,3,72,2,541.68,1083.36
1263,4,32,5,703.31,3516.55
1263,5,11,1,591.32,591.32
1264,1,94,5,12.15,60.75
1264,2,91,2,228.57,457.14
1264,3,17,4,101.23,404.92
1264,4,22,1,830.26,830.26
1265,1,94,4,12.15,48.60
1265,2,100,2,578.33,1156.66
1265,3,25,5,50.60,253.00
1265,4,64,3,162.37,487.11
1265,5,71,3,377.04,1131.12
1265,6,31,2,213.46,426.92
1265,7,8,4,604.01,2416.04
1265,8,56,5,598.43,2992.15
1265,9,28,4,383.23,1532.92
1265,10,79,5,90.23,451.15
1266,1,16,5,106.70,533.50
1266,2,91,2,228.57,457.14
1266,3,54,3,157.08,471.24
1266,4,33,2,611.09,1222.18
1266,5,83,5,169.30,846.50
1266,6,78,2,878.62,1757.24
1266,7,64,5,162.37,811.85
1266,8,1,1,641.23,641.23
1266,9,15,2,957.43,1914.86
1266,10,52,2,511.98,1023.96
1267,1,96,4,860.34,3441.36
1267,2,6,2,36.62,73.24
1267,3,94,2,12.15,24.30
1267,4,10,3,422.42,1267.26
1268,1,92,4,25.93,103.72
1268,2,15,1,957.43,957.43
1268,3,90,3,454.23,1362.69
1268,4,2,2,742.84,1485.68
1269,1,48,4,541.28,2165.12
1269,2,42,4,913.57,3654.28
1270,1,85,2,964.54,1929.08
1270,2,26,4,774.20,3096.80
1270,3,82,4,661.45,2645.80
1270,4,19,3,731.08,2193.24
1270,5,27,4,856.04,3424.16
1270,6,50,1,402.40,402.40
1270,7,46,3,147.16,441.48
1270,8,25,1,50.60,50.60
1271,1,8,4,604.01,2416.04
1272,1,15,1,957.43,957.43
1272,2,37,4,223.52,894.08
1272,3,19,5,731.08,3655.40
1272,4,36,1,273.60,273.60
1272,5,23,5,886.02,4430.10
1272,6,55,4,793.12,3172.48
1272,7,99,3,541.54,1624.62
1273,1,89,3,440.91,1322.73
1273,2,36,2,273.60,547.20
1273,3,62,4,752.12,3008.48
1273,4,50,2,402.40,804.80
1274,1,83,5,169.30,846.50
1274,2,63,5,115.99,579.95
1274,3,50,2,402.40,804.80
1274,4,29,1,637.51,637.51
1275,1,89,3,440.91,1322.73
1275,2,13,4,699.65,2798.60
1275,3,35,1,167.59,167.59
1275,4,85,1,964.54,964.54
1275,5,67,5,510.14,2550.70
1276,1,33,5,611.09,3055.45
1276,2,32,5,703.31,3516.55
1276,3,97,5,516.59,2582.95
1276,4,86,2,756.49,1512.98
1276,5,72,4,541.68,2166.72
1277,1,42,5,913.57,4567.85
1278,1,62,2,752.12,1504.24
1279,1,33,5,611.09,3055.45
1279,2,90,5,454.23,2271.15
1279,3,35,5,167.59,837.95
1279,4,76,3,879.33,2637.99
1279,5,26,1,774.20,774.20
1279,6,81,4,767.01,3068.04
1279,7,52,4,511.98,2047.92
1280,1,6,5,36.62,183.10
1280,2,44,3,216.56,649.68
1280,3,46,4,147.16,588.64
1280,4,61,2,683.30,1366.60
1280,5,98,4,670.63,2682.52
1280,6,31,5,213.46,1067.30
1281,1,18,5,605.71,3028.55
1281,2,30,4,166.84,667.36
1281,3,53,2,757.00,1514.00
1281,4,6,2,36.62,73.24
1281,5,27,2,856.04,1712.08
1281,6,60,2,681.88,1363.76
1281,7,69,3,842.46,2527.38
1281,8,95,1,232.80,232.80
1281,9,10,1,422.42,422.42
1281,10,14,3,281.48,844.44
1282,1,36,5,273.60,1368.00
1282,2,83,4,169.30,677.20
1283,1,31,5,213.46,1067.30
1283,2,79,2,90.23,180.46
1283,3,16,1,106.70,106.70
1283,4,12,4,760.01,3040.04
1283,5,33,3,611.09,1833.27
1283,6,77,5,243.26,1216.30
1284,1,53,5,757.00,3785.00
1284,2,43,5,876.99,4384.95
1284,3,13,2,699.65,1399.30
1284,4,12,5,760.01,3800.05
1285,1,46,1,147.16,147.16
1285,2,97,1,516.59,516.59
1285,3,58,5,531.47,2657.35
1285,4,72,1,541.68,541.68
1285,5,90,3,454.23,1362.69
1285,6,22,2,830.26,1660.52
1286,1,94,2,12.15,24.30
1287,1,38,4,843.64,3374.56
1287,2,59,2,861.48,1722.96
1287,3,8,5,604.01,3020.05
1288,1,47,3,250.39,751.17
1288,2,81,4,767.01,3068.04
1288,3,97,2,516.59,1033.18
1288,4,98,1,670.63,670.63
1289,1,1,4,641.23,2564.92
1289,2,22,1,830.26,830.26
1289,3,48,1,541.28,541.28
1289,4,5,2,91.50,183.00
1289,5,69,2,842.46,1684.92
1289,6,23,1,886.02,886.02
1289,7,88,2,995.17,1990.34
1290,1,90,5,454.23,2271.15
1290,2,22,5,830.26,4151.30
1290,3,35,5,167.59,837.95
1290,4,92,5,25.93,129.65
1291,1,21,2,83.41,166.82
1291,2,77,5,243.26,1216.30
1291,3,69,4,842.46,3369.84
1291,4,85,3,964.54,2893.62
1291,5,73,3,918.90,2756.70
1291,6,28,3,383.23,1149.69
1291,7,58,5,531.47,2657.35
1291,8,55,2,793.12,1586.24
1292,1,38,1,843.64,843.64
1292,2,49,2,431.29,862.58
1292,3,99,1,541.54,541.54
1292,4,69,2,842.46,1684.92
1292,5,60,5,681.88,3409.40
1292,6,12,1,760.01,760.01
1292,7,75,5,116.31,581.55
1293,1,7,5,222.54,1112.70
1293,2,67,2,510.14,1020.28
1293,3,24,2,579.47,1158.94
1294,1,70,3,610.93,1832.79
1294,2,10,3,422.42,1267.26
1294,3,31,5,213.46,1067.30
1294,4,69,2,842.46,1684.92
1294,5,71,2,377.04,754.08
1294,6,11,1,591.32,591.32
1294,7,44,4,216.56,866.24
1294,8,68,4,871.17,3484.68
1294,9,12,2,760.01,1520.02
1294,10,34,2,536.47,1072.94
1295,1,19,3,731.08,2193.24
1295,2,80,4,816.94,3267.76
1295,3,57,2,384.71,769.42
1295,4,10,3,422.42,1267.26
1295,5,55,3,793.12,2379.36
1295,6,93,1,233.96,233.96
1295,7,82,1,661.45,661.45
1295,8,70,1,610.93,610.93
1295,9,11,1,591.32,591.32
1296,1,42,5,913.57,4567.85
1296,2,22,1,830.26,830.26
1297,1,57,3,384.71,1154.13
1297,2,69,1,842.46,842.46
1298,1,46,1,147.16,147.16
1298,2,41,5,271.40,1357.00
1298,3,49,3,431.29,1293.87
1299,1,11,5,591.32,2956.60
1299,2,70,5,610.93,3054.65
1299,3,19,5,731.08,3655.40
1300,1,99,3,541.54,1624.62
1300,2,10,4,422.42,1689.68
1300,3,20,4,129.20,516.80
1300,4,23,1,886.02,886.02
1300,5,98,5,670.63,3353.15
1300,6,37,4,223.52,894.08
1300,7,65,4,954.05,3816.20
1300,8,80,1,816.94,816.94
1300,9,6,1,36.62,36.62
1301,1,32,1,703.31,703.31
1301,2,49,3,431.29,1293.87
1301,3,45,5,398.65,1993.25
1301,4,82,3,661.45,1984.35
1301,5,44,5,216.56,1082.80
1302,1,16,1,106.70,106.70
1302,2,31,3,213.46,640.38
1302,3,53,3,757.00,2271.00
1302,4,20,2,129.20,258.40
1302,5,35,5,167.59,837.95
1302,6,66,4,972.03,3888.12
1302,7,30,1,166.84,166.84
1302,8,42,5,913.57,4567.85
1302,9,48,1,541.28,541.28
1302,10,85,4,964.54,3858.16
1303,1,53,4,757.00,3028.00
1303,2,78,5,878.62,4393.10
1303,3,79,3,90.23,270.69
1303,4,72,1,541.68,541.68
1304,1,17,3,101.23,303.69
1304,2,9,1,202.84,202.84
1304,3,8,1,604.01,604.01
1305,1,16,2,106.70,213.40
1305,2,72,5,541.68,2708.40
1305,3,68,4,871.17,3484.68
1305,4,95,4,232.80,931.20
1305,5,1,2,641.23,1282.46
1305,6,34,5,536.47,2682.35
1305,7,81,2,767.01,1534.02
1305,8,94,4,12.15,48.60
1305,9,83,2,169.30,338.60
1306,1,32,4,703.31,2813.24
1306,2,20,5,129.20,646.00
1306,3,87,3,714.38,2143.14
1306,4,9,2,202.84,405.68
1306,5,19,5,731.08,3655.40
1307,1,21,2,83.41,166.82
1307,2,3,3,227.09,681.27
1307,3,32,5,703.31,3516.55
1307,4,54,4,157.08,628.32
1307,5,97,2,516.59,1033.18
1308,1,60,4,681.88,2727.52
1308,2,6,3,36.62,109.86
1309,1,97,2,516.59,1033.18
1309,2,48,3,541.28,1623.84
1309,3,38,3,843.64,2530.92
1309,4,6,5,36.62,183.10
1309,5,24,2,579.47,1158.94
1309,6,52,3,511.98,1535.94
1310,1,49,5,431.29,2156.45
1310,2,40,1,806.02,806.02
1310,3,53,2,757.00,1514.00
1310,4,36,1,273.60,273.60
1310,5,38,3,843.64,2530.92
1310,6,66,2,972.03,1944.06
1310,7,74,5,327.54,1637.70
1310,8,68,5,871.17,4355.85
1311,1,93,3,233.96,701.88
1311,2,18,1,605.71,605.71
1311,3,60,3,681.88,2045.64
1311,4,79,1,90.23,90.23
1311,5,90,3,454.23,1362.69
1311,6,8,2,604.01,1208.02
1312,1,25,1,50.60,50.60
1312,2,68,4,871.17,3484.68
1312,3,33,2,611.09,1222.18
1312,4,76,2,879.33,1758.66
1312,5,41,1,271.40,271.40
1312,6,91,1,228.57,228.57
1313,1,60,1,681.88,681.88
1313,2,93,2,233.96,467.92
1313,3,16,4,106.70,426.80
1313,4,70,2,610.93,1221.86
1313,5,7,2,222.54,445.08
1313,6,78,4,878.62,3514.48
1313,7,26,3,774.20,2322.60
1313,8,31,2,213.46,426.92
1313,9,76,1,879.33,879.33
1314,1,11,5,591.32,2956.60
1314,2,97,5,516.59,2582.95
1315,1,60,4,681.88,2727.52
1315,2,65,5,954.05,4770.25
1316,1,24,2,579.47,1158.94
1317,1,14,2,281.48,562.96
1317,2,43,4,876.99,3507.96
1317,3,100,3,578.33,1734.99
1317,4,54,4,157.08,628.32
1317,5,15,4,957.43,3829.72
1317,6,71,3,377.04,1131.12
1317,7,17,3,101.23,303.69
1317,8,77,5,243.26,1216.30
1317,9,68,1,871.17,871.17
1317,10,2,4,742.84,2971.36
1318,1,51,2,997.34,1994.68
1318,2,48,1,541.28,541.28
1318,3,79,1,90.23,90.23
1318,4,45,3,398.65,1195.95
1319,1,82,4,661.45,2645.80
1319,2,99,5,541.54,2707.70
1319,3,74,4,327.54,1310.16
1319,4,37,3,223.52,670.56
1319,5,14,1,281.48,281.48
1319,6,70,5,610.93,3054.65
1319,7,38,2,843.64,1687.28
1319,8,29,4,637.51,2550.04
1319,9,30,2,166.84,333.68
1320,1,78,1,878.62,878.62
1320,2,65,1,954.05,954.05
1320,3,19,3,731.08,2193.24
1320,4,10,1,422.42,422.42
1320,5,31,3,213.46,640.38
1320,6,58,2,531.47,1062.94
1320,7,36,5,273.60,1368.00
1320,8,43,5,876.99,4384.95
1320,9,44,4,216.56,866.24
1320,10,54,1,157.08,157.08
1321,1,31,1,213.46,213.46
1321,2,64,5,162.37,811.85
1321,3,51,1,997.34,997.34
1321,4,55,1,793.12,793.12
1321,5,56,2,598.43,1196.86
1321,6,96,4,860.34,3441.36
1322,1,8,4,604.01,2416.04
1322,2,67,4,510.14,2040.56
1322,3,27,5,856.04,4280.20
1322,4,47,1,250.39,250.39
1323,1,88,3,995.17,2985.51
1323,2,59,2,861.48,1722.96
1323,3,10,1,422.42,422.42
1324,1,46,4,147.16,588.64
1324,2,7,5,222.54,1112.70
1324,3,56,1,598.43,598.43
1324,4,66,4,972.03,3888.12
1324,5,71,4,377.04,1508.16
1324,6,24,4,579.47,2317.88
1325,1,27,1,856.04,856.04
1325,2,68,5,871.17,4355.85
1325,3,34,4,536.47,2145.88
1325,4,38,2,843.64,1687.28
1325,5,96,3,860.34,2581.02
1325,6,6,3,36.62,109.86
1325,7,15,2,957.43,1914.86
1325,8,31,4,213.46,853.84
1325,9,39,5,232.90,1164.50
1325,10,71,5,377.04,1885.20
1326,1,30,1,166.84,166.84
1326,2,83,1,169.30,169.30
1326,3,48,1,541.28,541.28
1326,4,79,3,90.23,270.69
1327,1,65,3,954.05,2862.15
1328,1,37,4,223.52,894.08
1328,2,74,3,327.54,982.62
1328,3,24,5,579.47,2897.35
1328,4,3,2,227.09,454.18
1328,5,92,4,25.93,103.72
1329,1,81,5,767.01,3835.05
1329,2,54,5,157.08,785.40
1329,3,99,4,541.54,2166.16
1329,4,80,1,816.94,816.94
1329,5,74,5,327.54,1637.70
1329,6,49,3,431.29,1293.87
1329,7,100,2,578.33,1156.66
1329,8,85,5,964.54,4822.70
1329,9,38,3,843.64,2530.92
1329,10,71,5,377.04,1885.20
1330,1,43,3,876.99,2630.97
1330,2,73,1,918.90,918.90
1330,3,14,5,281.48,1407.40
1331,1,25,5,50.60,253.00
1331,2,23,5,886.02,4430.10
1331,3,14,1,281.48,281.48
1331,4,24,4,579.47,2317.88
1331,5,100,5,578.33,2891.65
1331,6,29,1,637.51,637.51
1331,7,38,5,843.64,4218.20
1331,8,19,4,731.08,2924.32
1331,9,56,2,598.43,1196.86
1331,10,52,4,511.98,2047.92
1332,1,4,5,678.32,3391.60
1332,2,83,2,169.30,338.60
1332,3,57,5,384.71,1923.55
1332,4,23,5,886.02,4430.10
1332,5,96,2,860.34,1720.68
1332,6,28,3,383.23,1149.69
1332,7,40,5,806.02,4030.10
1333,1,18,1,605.71,605.71
1333,2,85,2,964.54,1929.08
1333,3,72,5,541.68,2708.40
1333,4,97,5,516.59,2582.95
1333,5,3,4,227.09,908.36
1333,6,37,3,223.52,670.56
1333,7,1,1,641.23,641.23
1333,8,45,5,398.65,1993.25
1333,9,53,2,757.00,1514.00
1334,1,87,4,714.38,2857.52
1334,2,19,3,731.08,2193.24
1334,3,56,4,598.43,2393.72
1334,4,85,1,964.54,964.54
1334,5,35,2,167.59,335.18
1334,6,12,1,760.01,760.01
1334,7,71,5,377.04,1885.20
1334,8,49,4,431.29,1725.16
1334,9,74,4,327.54,1310.16
1335,1,41,4,271.40,1085.60
1335,2,74,5,327.54,1637.70
1335,3,44,2,216.56,433.12
1335,4,97,2,516.59,1033.18
1335,5,16,5,106.70,533.50
1335,6,33,3,611.09,1833.27
1335,7,25,5,50.60,253.00
1335,8,100,3,578.33,1734.99
1335,9,35,1,167.59,167.59
1336,1,97,4,516.59,2066.36
1336,2,29,1,637.51,637.51
1336,3,1,1,641.23,641.23
1336,4,86,1,756.49,756.49
1336,5,66,4,972.03,3888.12
1336,6,56,5,598.43,2992.15
1336,7,77,2,243.26,486.52
1336,8,51,1,997.34,997.34
1337,1,4,5,678.32,3391.60
1337,2,7,3,222.54,667.62
1337,3,9,1,202.84,202.84
1337,4,49,3,431.29,1293.87
1337,5,68,5,871.17,4355.85
1337,6,8,1,604.01,604.01
1338,1,53,4,757.00,3028.00
1338,2,100,2,578.33,1156.66
1338,3,23,1,886.02,886.02
1338,4,81,3,767.01,2301.03
1338,5,67,2,510.14,1020.28
1338,6,26,3,774.20,2322.60
1338,7,75,3,116.31,348.93
1338,8,57,1,384.71,384.71
1339,1,77,4,243.26,973.04
1339,2,37,4,223.52,894.08
1339,3,51,2,997.34,1994.68
1339,4,21,5,83.41,417.05
1339,5,8,2,604.01,1208.02
1339,6,92,3,25.93,77.79
1339,7,58,1,531.47,531.47
1339,8,18,5,605.71,3028.55
1340,1,50,3,402.40,1207.20
1340,2,7,1,222.54,222.54
1340,3,21,4,83.41,333.64
1340,4,73,5,918.90,4594.50
1340,5,90,5,454.23,2271.15
1340,6,78,3,878.62,2635.86
1340,7,9,1,202.84,202.84
1340,8,99,2,541.54,1083.08
1341,1,12,2,760.01,1520.02
1341,2,17,2,101.23,202.46
1341,3,41,3,271.40,814.20
1341,4,46,4,147.16,588.64
1342,1,60,2,681.88,1363.76
